Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	residual_0.8	new_profits_3	new_profits_4	gains_3	gains_4	routine_nonhaven	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_8_tax	gains_8_%tot_tax	gains_8_%cit
All jurisdictions	1101.0	16265102689056.0	1420512512505.0	262829548768.0	263123782157.0	22375636250582.0	11263467499021.0	27553900.0	6216011124153.0	World	18.50244517061759																							False	False	False	False	False	False	False	False	False	False	True					466200834311.475	954311678193.525	190862335638.70502	190862335638.70502	1420512512505.0	1420512512505.0	0.0	0.0	763449342554.8201	1420512512505.0	1420512512505.0	0.0	0.0	1076045064901.0	1420512512505.0	1420512512505.0	0.0	0.0	1420512512505.0	1420512512505.0	0.0	0.0																								
United States	1017.0	10518611804865.0	867852046303.0	176579355389.0	185540113249.0	11807553304223.0	7383423717579.0	16377437.0	4223574794406.0	US	20.346711878046253						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	18624450000000.0	2017.0	North America	High Income	1980.0	USA	0.27011274287415193	0.01909301271721392	0.01909301271721392	0.20784717686062384	2857330.0	5.0	0.4000000060000001	True	False	False	False	True	True	True	False	False	False	True	5030701274022.499	355596860701.1148	355596860701.1148	3871039353081.8457	316768109580.45	551083936722.55	123430319201.37889	118437363673.35695	933919705587.3445	908954927947.2349	66067659284.34448	41102881644.23486	440867149378.04004	881065578159.8689	876072622631.8469	13213531856.868896	8220576328.846924	867852046303.0	1090618507113.4261	1081607244409.4335	222766460810.42615	213755198106.43347	918642812691.6875	881482228974.625	50790766388.6875	13630182671.625	26427064110.143753	0.005253157098913355	0.07431748429398016	16441152904.311237	0.003268163225912449	0.046235371346909346	5285412822.02875	0.001050631419782671	0.014863496858796033	3288230580.862228	0.0006536326451824859	0.009247074269381815	89106585660.76924	0.017712557515767675	0.2505831617441214	85502080525.1046	0.01699605599056729	0.24044666861378888	20316306860.2196	0.004038464173002839	0.05713297586531789	5452073150.431097	0.001083760067127117	0.015332174585797755
Stateless entities and other country	453.0	644971468306.0	120847250430.0	703005166.0	824776627.0	1618818933438.0	661979718734.0	482627.0	385980718429.0	Stateless	0.5817303773967214													Tax haven									0.35	False	False	False	False	False	False	False	False	False	False	True					28948553882.175	91898696547.825	7568397397.456132	5455746400.909994	66790540869.45566	56227285886.72497	-54056709560.54434	-64619964543.27503	73518957238.26	110035908517.89113	107923257521.34499	-10811341912.108871	-12923992908.655014	0.0	13659408102.861874	9846505499.407007	-107187842327.13812	-111000744930.59299	56328574030.69794	40604952263.69404	-64518676399.30206	-80242298166.30597	-18919848346.190517			-22616987590.14626			-3783969669.238105			-4523397518.029255			-37515744814.49834			-38850260725.70754			-22581536739.755722			-28084804358.20709		
Algeria	33.0	2502085411.0	1219730603.0	715789440.0	649633022.0	884820957.0	1402442193.0	4133.0	1615036122.0	DZ	58.68422406058135						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	159049000000.0	2016.0	Middle East & North Africa	UMICs	1980.0	DZA	0.1432174722089265			0.1432174722089265	162500.0	3.0	0.25	False	True	True	False	False	False	False	False	False	False	True	22778595737.35755			22778595737.35755	121127709.14999999	1098602893.85	29360642.51425305	28994702.03797366	267930921.7212652	266101219.3398683	-951799681.2787348	-953629383.6601317	878882315.0799999	1029370666.7442529	1029004726.2679735	-190359936.25574708	-190725876.73202646	1219730603.0	1272720552.814107	1272060105.1599529	52989949.81410694	52329502.15995288	218519593.85864767	215796044.32412395	-1001211009.1413523	-1003934558.675876	-237949920.3196837	-0.010446206740015979		-238407345.91503292	-0.010466288118193258		-47589984.06393677	-0.002089241348003197		-47681469.183006614	-0.0020932576236386527		13247487.453526735	0.0005815761255115686		13082375.53998822	0.0005743275700939171		-250302752.28533807	-0.010988506717946373		-250983639.668969	-0.01101839826137081	
Angola	31.0	5987970691.0	-477367266.0	495422226.0	498517108.0	3154368161.0	-1727795212.0	10297.0	17038207917.0	AO	-103.78219481852786						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	95337000000.0	2015.0	Sub - Saharan Africa	LMICs	1980.0	AGO	0.1662693771190832			0.15807682247326316	0.000161254	3.0	0.3200000048	False	False	False	False	False	False	False	False	False	False	True	15851623606.402037			15070570024.13349	1277865593.7749999	-1755232859.7749999	70265653.6309087	70795826.7913515	1629193861.9295433	1631844727.7317574	2106561127.9295433	2109211993.7317574	-1404186287.82	-56055040.41409138	-55524867.25364858	421312225.58590865	421842398.7463514	-477367266.0	-350552144.09829843	-349595290.0665445	126815121.90170157	127771975.93345553	522959335.313756	526905203.44789094	1000326601.313756	1004272469.447891	674099571.0489473	0.0425255852515131		674947848.11838	0.042579098827818934		134819914.20978945	0.00850511705030262		134989569.62367597	0.008515819765563787		40580839.61725709	0.0025600430987313878		40887032.91201126	0.0025793593090046693		320104517.2219696	0.020193800027694837		321367195.043833	0.020273456083958592	
Botswana	20.0	276754742.0	12152580.0	4017169.0	3470990.0	20169548.0	36714926.0	1310.0	42759061.0	BW	33.05610002155921						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	15660000000.0	2015.0	Sub - Saharan Africa	UMICs	1980.0	BWA	0.23153546323749874			0.23153546323749874	879.0	3.0	0.219999999	False	False	False	False	False	False	False	False	False	False	True	3625845354.29923			3625845354.29923	3206929.5749999997	8945650.425	3247569.810472123	6160885.999576674	19444778.627360616	34011359.57288337	7292198.627360616	21858779.572883368	7156520.340000001	13611019.725472124	16524335.914576676	1458439.7254721243	4371755.914576676	12152580.0	18013778.75241787	23271718.137713477	5861198.75241787	11119138.137713477	24170371.464707296	45853026.06315165	12017791.464707296	33700446.06315165	1604283.6907271368	0.0004424578364394137		4808931.484175561	0.0013262924957551001		320856.7381454276	8.849156728788281e-05		961786.2968351127	0.00026525849915102015		1289463.7196707327	0.00035563119594766843		2446210.379177827	0.0006746593249701924		2643914.110217814	0.0007291855696721531		7414098.100192917	0.0020447915936077877	
Cameroon	13.0	86250356.0	-34590586.0	8724124.0	5750930.0	32048346.0	5901016.0	575.0	28962338.0	CM	-25.22109339228887						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	32230000000.0	2016.0	Sub - Saharan Africa	LMICs	1980.0	CMR	0.13376192369644824	0.023819514351113787		0.13145357149503434	1713950.0	4.0	0.330000013	False	False	True	False	False	False	False	False	False	False	True	4311146800.7365265	767702947.5363973		4236748609.284957	2172175.35	-36762761.35	1012102.0881661103	2497526.7152630948	7232685.790830553	14659808.926315473	41823271.79083055	49250394.92631547	-29410209.080000002	-26225931.64183389	-24740507.014736906	8364654.35816611	9850078.985263094	-34590586.0	-32763948.90128392	-30083061.50570676	1826637.0987160802	4507524.494293239	7532673.617145269	18588098.7858313	42123259.61714527	53178684.7858313	13801680.234676614	0.003201394170181981	0.017977891421372023	16252630.965939239	0.0037699089632398045	0.02117046836682712	2760336.0469353227	0.0006402788340363961	0.0035955782842744047	3250526.1931878477	0.0007539817926479609	0.004234093673365424	602790.2663225887	0.000139821326942429	0.0007851868593926559	1487483.141714587	0.00034503189301288975	0.0019375764369382788	13900676.221260313	0.003224356966662673	0.018106842322109584	17548966.67064723	0.004070602900288416	0.02285905860719028
Congo (Brazzaville)	15.0	507627605.0	-429416667.0	45717068.0	38070890.0	159832636.0	-235530161.0	936.0	3607467348.0	CG	-10.646318951565052						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	7787000000.0	2015.0	Sub - Saharan Africa	LMICs	1980.0	COG	0.17503683161452466			0.17503683161452466	440143.0	3.0	0.325000003	False	False	True	False	False	False	False	False	False	False	True	1363011807.7823036			1363011807.7823036	270560051.09999996	-699976718.0999999	5956740.155730621	6220146.126951426	300343751.87865305	301660781.73475707	729760418.878653	731077448.7347571	-559981374.4799999	-283464583.22426933	-283201177.25304854	145952083.77573067	146215489.74695146	-429416667.0	-418665970.3231609	-418190576.4625207	10750696.676839113	11226090.537479281	44333649.67813165	46294075.64030775	473750316.67813164	475710742.6403077	237172138.3248435	0.1740059308148884		237600173.03202838	0.17431996676435044		47434427.664968714	0.03480118616297769		47520034.60640569	0.0348639933528701		3493976.4522248018	0.002563423465794986		3648479.458359038	0.0026767775873455697		153968854.34164372	0.11296223074703927		154605992.78523222	0.1134296797008566	
Cote D'Ivoire (Ivory Coast)	19.0	1195210848.0	-51869522.0	9869963.0	13141456.0	653170132.0	-317366403.0	1068.0	199283228.0	CI	-19.028444102492408						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	36375000000.0	2015.0	Sub - Saharan Africa	LMICs	1980.0	CIV	0.16470285497589252			0.16470285497589252	2121148.0	3.0	0.25	False	True	False	False	False	False	False	False	False	False	True	5991066349.74809			5991066349.74809	14946242.1	-66815764.1	14025164.082332455	10711531.635636285	85072062.51166226	68503900.27818142	136941584.51166224	120373422.27818142	-53452611.28	-24481205.097667545	-27794837.544363715	27388316.902332455	24074684.455636285	-51869522.0	-26556971.687225584	-32537399.97545489	25312550.312774416	19332122.02454511	104383722.44695923	79721673.0351531	156253244.44695923	131591195.0351531	34235396.12791556	0.0057144077747286305		30093355.569545355	0.005023038272779387		6847079.225583114	0.0011428815549457264		6018671.113909071	0.0010046076545558776		6328137.578193604	0.0010562623093733033		4833030.506136278	0.000806706222897948		39063311.11173981	0.006520260139229192		32897798.758788276	0.005491142450821222	
Egypt	138.0	10302447024.0	430613663.0	515920549.0	475988503.0	1432994190.0	10075866816.0	34226.0	5294260864.0	EG	119.81053861730342						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	332484000000.0	2017.0	Middle East & North Africa	LMICs	1980.0	EGY		0.033400576368876084	0.014736599423631125	0.13314121037463975	16466.0	4.0	0.2349999964	False	True	True	False	False	False	False	False	False	False	True		11105157233.429396	4899683522.766571	44267322190.20172	397069564.8	33544098.199999988	120893740.3830673	178986429.01206937	1001538266.7153363	1292001709.8603468	570924603.7153363	861388046.8603468	26835278.55999999	544798583.7430673	602891272.3720694	114184920.74306726	172277609.37206936	430613663.0	648802118.2638305	753647530.0603538	218188455.26383054	323033867.06035376	899764064.6227777	1332124859.152528	469150401.6227777	901511196.152528	134167279.81777546		0.012081529058759947	202426187.91118452		0.0182281244340989	26833455.96355509		0.002416305811751989	40485237.5822369		0.00364562488681978	51274286.20152174		0.004617159858590104	75912957.5962612		0.006835829155821726	110250342.69241132		0.009927850671085437	211855127.8504038		0.019077183996338662
Equatorial Guinea	16.0	2449913229.0	439637664.0	215212798.0	274883103.0	3148121644.0	739535767.0	1728.0	3405425658.0	GQ	48.95231132881281						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	10178000000.0	2016.0	Sub - Saharan Africa	UMICs	1980.0	GNQ	0.0592532722908732	0.030264849697572187		0.0592532722908732	7343.0	4.0	0.349999994	False	False	False	False	False	False	False	False	False	False	True	603079805.3765075	308035640.22188973		603079805.3765075	255406924.35	184230739.65	28748429.686443012	20359032.164611258	399149072.78221506	357202085.17305624	-40488591.21778494	-82435578.82694376	147384591.72	431539945.756443	423150548.2346113	-8097718.243556976	-16487115.765388727	439637664.0	491522694.97571796	476381549.7015077	51885030.97571796	36743885.70150769	213963137.08413535	151524185.40589893	-225674526.91586465	-288113478.5941011	-14171006.68329318	-0.023497730411394073	-0.046004438554854456	-28852452.09481684	-0.04784184752597382	-0.09366595395920202	-2834201.336658632	-0.004699546082278808	-0.009200887710970877	-5770490.41896336	-0.00956836950519475	-0.018733190791840375	18159760.5301911	0.03011170390435113	0.05895343966402699	12860359.775064375	0.021324474241075857	0.04174958380075945	-78986083.06650546	-0.1309711954576125	-0.25641865015882187	-100839715.7792545	-0.16720791324839582	-0.3273637937045721
Gabon	19.0	182097413.0	-127245247.0	20691878.0	12269419.0	238273368.0	-269053037.0	658.0	206859778.0	GA	-16.261415249561345						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	14020000000.0	2016.0	Sub - Saharan Africa	UMICs	1980.0	GAB					963205.0	1.0	0.325000003	False	True	True	False	False	False	False	False	False	False	True					15514483.35	-142759730.35	2136816.362206628	3347349.0361232553	26198565.16103314	32251228.530616276	153443812.16103315	159496475.53061628	-114207784.28	-96556484.56779338	-95345951.89387675	30688762.432206616	31899295.106123254	-127245247.0	-123388730.85801418	-121203967.16941167	3856516.1419858187	6041279.830588326	15903474.97992363	24912988.58741608	143148721.97992364	152158235.58741608	49869239.41266721			51836355.02593972			9973847.882533437			10367271.005187942			1253367.7577149395			1963415.9630650452			46523335.07292134			49451427.022384934		
Ghana	59.0	2027678093.0	-5242612.0	45327056.0	28270182.0	966095239.0	1272009417.0	5464.0	3787472825.0	GH	-864.5891780662006						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	42787000000.0	2016.0	Sub - Saharan Africa	LMICs	1980.0	GHA	0.12377315566053088	0.019683257624013725		0.12377315566053088	11.0	4.0	0.25	False	True	True	False	False	False	False	False	False	False	True	5295882011.247134	842187543.9586753		5295882011.247134	284060461.875	-289303073.875	23793724.77087488	30821076.415572636	403029085.7293744	438165843.95286316	408271697.7293744	443408455.95286316	-231442459.10000002	76411727.54587486	83439079.19057262	81654339.54587486	88681691.19057262	-5242612.0	37700190.797563784	50383122.06508786	42942802.797563784	55625734.06508786	177087237.47417963	229389022.98707476	182329849.47417963	234631634.98707476	102067924.4323436	0.019273073723239446	0.1211938186031304	110852113.98821579	0.02093175674095335	0.13162402458145964	20413584.886468716	0.003854614744647888	0.024238763720626076	22170422.797643155	0.0041863513481906695	0.026324804916291925	10735700.699390946	0.0020271789810632095	0.012747399051912038	13906433.516271966	0.002625895646228176	0.016512276411623502	45582462.36854491	0.008607152174413839	0.054123885701617025	58657908.74676869	0.011076135877308805	0.06964946129581671
Kenya	76.0	1053650130.0	19275331.0	50381624.0	35955687.0	420150818.0	-333907837.0	3294.0	280751338.0	KE	261.37877476656564						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	70527000000.0	2016.0	Sub - Saharan Africa	LMICs	1980.0	KEN	0.15581335518074638	0.035183495638258434	0.035183495638258434	0.15575419832881146	74940.0	5.0	0.300000012	False	True	True	False	False	False	False	False	False	False	True	10989048500.8325	2481386396.8794527	2481386396.8794527	10984876345.536085	21056350.349999998	-1781019.3499999978	12364024.291905457	17590570.16485195	82876471.8095273	109009201.17425972	63601140.80952729	89733870.17425972	-1424815.4799999984	31995559.16190546	37222105.03485195	12720228.16190546	17946774.034851953	19275331.0	41589864.01508714	51022709.47731148	22314533.015087143	31747378.477311477	92020519.14954047	130919622.97144856	72745188.14954047	111644291.97144856	19080343.006071877	0.0017363052865429069	0.007689388089685257	26920162.129084356	0.002449726391420054	0.010848839246857592	3816068.601214376	0.00034726105730858146	0.0015378776179370516	5384032.425816874	0.0004899452782840111	0.0021697678493715197	6694360.172300539	0.0006091846961812383	0.0026978306082112995	9524213.924161984	0.0008667005085508955	0.0038382631323116245	21823557.317804396	0.0019859369367740166	0.008794904874649637	33493288.931166068	0.0030478788885706263	0.013497812744233076
Libya	21.0	72873033.0	-166554664.0	15264700.0	-44801222.0	1520368243.0	-828991479.0	126.0	1852368936.0	LY	-9.164979012536088						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	18539000000.0	2016.0	Middle East & North Africa	UMICs	1980.0	LBY	0.011925228815327892			0.011925228815327892	11529.0	3.0	0.20000000300000004	False	False	True	False	False	False	False	False	False	False	True	221081817.00736377			221081817.00736377	138927670.2	-305482334.2	855126.3124096307	863956.0858894851	143203301.76204816	143247450.6294474	309757965.7620481	309802114.6294474	-244385867.36	-104603070.8475904	-104594241.07411054	61951593.1524096	61960422.92588946	-166554664.0	-165011336.04464918	-164995400.1109127	1543327.9553508162	1559263.8890872896	6364365.302798942	6430081.797720501	172919029.30279893	172984745.7977205	61951594.08168353	0.2802202140378648		61960423.85529584	0.28026015297871404		12390318.8163367	0.056044042807572934		12392084.771059163	0.05605203059574279		308665.59570014715	0.0013961600274429904		311852.78249524964	0.0014105763500435792		34583806.37931688	0.15642989933525364		34596949.67849834	0.15648934926813085	
Mauritius	182.0	3705440643.0	2507667354.0	150205883.0	130050862.0	20676507580.0	10197706517.0	3321.0	47389028.0	MU	5.989864754605726						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	12150000000.0	2016.0	Sub - Saharan Africa	Tax haven	1980.0	MUS	0.1869520072573858	0.02597138578907676	0.02597138578907676	0.1839419409135125	9414.0	5.0	0.150000006	False	False	False	False	False	False	False	False	False	False	True	2271466888.1772375	315552337.3372826	315552337.3372826	2234894582.099177	3554177.1	2504113176.9	43481376.614328116	33242759.09670999	220961060.17164057	169767972.58354995	-2286706293.8283596	-2337899381.41645	2003290541.5200002	2050326095.2343283	2040087477.71671	-457341258.76567173	-467579876.2832899	0.0	78474984.44637333	59996375.60254283	-2429192369.5536265	-2447670978.397457	323614605.9666571	247412644.76850426	-2184052748.033343	-2260254709.231496	-343005957.7944917	-0.15100636490886313	-1.0870017971943111	-350684921.23986375	-0.15438698361184325	-1.1113367886894439	-68601191.55889831	-0.030201272981772612	-0.21740035943886213	-70136984.24797274	-0.030877396722368645	-0.22226735773788875	-364378870.0081982	-0.1604156643905991	-1.1547335477940912	-367150661.44564444	-0.16163592934443713	-1.1635174834823367	-327607925.3093179	-0.14422747124973956	-1.0382047177142266	-339038219.94625264	-0.14925959154892962	-1.0744278518332344
Morocco	112.0	2772423296.0	193907426.0	41007322.0	38978272.0	711053152.0	382979867.0	27322.0	678185844.0	MA	21.147886311481447						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	103607000000.0	2016.0	Middle East & North Africa	LMICs	1980.0	MAR	0.22349089356429672	0.04546631785270285	0.04546631785270285	0.22349089356429672	86600.0	5.0	0.306000006	False	True	True	False	False	False	False	False	False	False	True	23155221009.51609	4710628793.764984	4710628793.764984	23155221009.51609	50863938.3	143043487.7	32532913.91819844	110894453.98167495	213528507.89099216	605336208.2083747	19621081.890992165	411428782.20837474	114434790.16	197831642.37819842	276193182.44167495	3924216.378198415	82285756.44167495	193907426.0	252622676.3558166	394049216.0953336	58715250.3558166	200141790.09533358	242129549.20833173	825343349.8087941	48222123.208331734	631435923.8087941	6004051.176370094	0.0002592957836119384	0.001274575314513657	125897209.82433537	0.005437098172053527	0.026726200542690533	1200810.2352740131	5.1859156722387434e-05	0.0002549150629027302	25179441.96486707	0.0010874196344107052	0.005345240108538106	17966866.96117138	0.0007759315686854185	0.0038141122444104343	61243388.97002281	0.0026449062587160645	0.013001106996816416	14755969.99108225	0.0006372631893696025	0.003132484141100937	193219396.47410655	0.00834452827700065	0.04101775048160298
Mozambique	26.0	380520518.0	-113204834.0	5799439.0	-956872.0	34417441.0	457652775.0	5450.0	291917778.0	MZ	-5.122960561913813						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11272000000.0	2016.0	Sub - Saharan Africa	LICs	1980.0	MOZ	0.20883470236082652			0.20883470236082652	188.0	3.0	0.319999993	False	False	False	False	False	False	False	False	False	False	True	2353984765.0112367			2353984765.0112367	21893833.349999998	-135098667.35	4465206.043414476	21108328.948544133	44219863.56707238	127435478.09272066	157424697.5670724	240640312.09272066	-108078933.88	-81719894.48658553	-65076771.58145587	31484939.513414472	48128062.41854413	-113204834.0	-105146051.08898848	-75108620.97945628	8058782.911011517	38096213.020543724	33232754.03896364	157100903.5865422	146437588.03896365	270305737.5865422	50375902.11949028	0.021400266844653862		77004898.18518843	0.03271257288057293		10075180.423898054	0.004280053368930772		15400979.637037683	0.006542514576114586		2578810.475112205	0.0010955085663436294		12190787.8999005	0.00517878793486682		46860027.147405244	0.01990668242374184		86497834.13555333	0.03674528205161958	
Namibia	22.0	72571786.0	3681039.0	6055148.0	2397022.0	32641760.0	-13785429.0	499.0	15412139.0	NA	164.49562202410792						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	10945000000.0	2016.0	Sub - Saharan Africa	UMICs	1980.0	NAM	0.2871081273277327	0.04645220388829294	0.03674352453385081	0.2871081273277327	1689.0	5.0	0.3260000049999999	False	False	False	False	False	False	False	False	False	False	True	3142398453.6020346	508419371.5573662	402157876.02299714	3142398453.6020346	1155910.425	2525128.575	851591.3389684338	2154050.2084735036	5413867.119842169	11926161.467367517	1732828.1198421689	8245122.467367517	2020102.8600000003	4027604.623968434	5330063.493473504	346565.62396843405	1649024.4934735037	3681039.0	5217987.051874524	7568658.706846245	1536948.051874524	3887619.7068462446	6338055.900329414	16031739.648690052	2657016.900329414	12350700.648690052	564901.9757326875	0.00017976777422518069	0.0011110945163287278	2687909.9655874223	0.000855368918128875	0.005286796916006453	112980.3951465376	3.5953554845036174e-05	0.00022221890326574575	537581.9931174846	0.00017107378362577505	0.001057359383201291	501045.07259583496	0.00015944670289074972	0.000985495637314246	1267364.043869974	0.0004033110576468219	0.0024927532560135236	866187.5227924732	0.0002756453503850185	0.0017036870962237503	4026328.473226459	0.0012812915143244176	0.007919305790598026
Nigeria	101.0	10721920720.0	836401154.0	1485673354.0	1403826132.0	3969506618.0	4342529082.0	10510.0	32013919637.0	NG	177.62688954874397						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	405442000000.0	2017.0	Sub - Saharan Africa	LMICs	1980.0	NGA		0.010496152063655768	0.010496152063655768		49012.0	3.0	0.300000012	False	True	True	False	False	False	False	False	False	False	True		4255580884.992722	4255580884.992722		2401043972.775	-1564642818.775	125816041.26785849	99308732.4671505	3030124179.1142926	2897587635.1107526	2193723025.1142926	2061186481.1107526	-1251714255.0200002	1275145759.0228584	1248638450.2221503	438744605.0228584	412237296.2221503	836401154.0	1063473354.7993175	1015633088.2801265	227072200.79931748	179231934.28012645	936398793.9095255	739115428.9216994	99997639.90952551	-97285725.0783006	658116933.8589641		0.15464796737381004	618355969.0674635		0.1453047153323044	131623386.77179277		0.030929593474761995	123671193.81349264		0.029060943066460867	68121662.96466164		0.016007606201280826	53769582.434821144		0.012635074714344927	29999293.17282933		0.0070494003012894525	-29185718.690918878		-0.006858222057026838
Senegal	21.0	135205615.0	67678367.0	1489415.0	2014471.0	44568671.0	-4345628.0	419.0	26835616.0	SN	2.200725380977352						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	14715000000.0	2016.0	Sub - Saharan Africa	LMICs	1980.0	SEN	0.15920231467656384	0.014708914579867184	0.014708914579867184	0.15920231467656384	937036.0	5.0	0.300000012	False	False	True	False	False	False	False	False	False	False	True	2342662060.4656367	216441678.04274562	216441678.04274562	2342662060.4656367	2012671.2	65665695.8	1586566.034269855	2244462.680133947	9945501.371349273	13234984.600669736	-57732865.628650725	-54443382.399330266	52532556.64	56131793.87426986	56789690.52013395	-11546573.125730142	-10888676.47986605	67678367.0	70541793.93256505	71729162.71137443	2863426.9325650483	4050795.711374432	11808180.467109036	16704643.743939526	-55870186.53289096	-50973723.25606047	-17319860.381389603	-0.007393238945418802	-0.08002091158232963	-16333015.373119667	-0.006971989536499025	-0.07546150778730341	-3463972.07627792	-0.0014786477890837602	-0.01600418231646592	-3266603.0746239326	-0.0013943979072998049	-0.015092301557460679	859028.1141306376	0.0003666888744336833	0.0039688664489146395	1215238.762021878	0.0005187426656751049	0.005614624563120775	-16761056.630309526	-0.0071547052872739285	-0.07743913640791189	-15292117.58850282	-0.006527666899366313	-0.07065237031419956
South Africa	332.0	29047941327.0	1112087653.0	369538506.0	313323851.0	11999501483.0	3024271316.0	102349.0	6592854411.0	ZA	33.22926075144546						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	295678000000.0	2017.0	Sub - Saharan Africa	UMICs	1980.0	ZAF	0.2915062052022465	0.053464190209814806	0.053464190209814806	0.2859808015345326	64628.0	5.0	0.280000001	False	True	False	False	False	True	False	False	False	True	True	86191971741.78984	15808184832.857622	15808184832.857622	84558231436.12753	494464080.825	617623572.175	340862153.3571798	524910282.71268713	2198774847.610899	3119015494.3884354	1086687194.610899	2006927841.3884354	494098857.74	1329425091.92218	1513473221.277687	217337438.92217994	401385568.2776871	1112087653.0	1727274067.6418848	2059443267.7264602	615186414.6418848	947355614.7264602	2536901543.5284305	3906698626.738906	1424813890.5284305	2794610973.738906	304272415.5777389	0.00353017119145696	0.019247776945604957	561939797.5956898	0.0065196303813436895	0.0355473954497095	60854483.11554782	0.0007060342382913925	0.0038495553891209943	112387959.51913795	0.0013039260762687378	0.0071094790899418996	172252196.71491417	0.001998471472852945	0.010896393136603805	265259573.07076448	0.0030775438560034056	0.016779888132343775	398947890.7727744	0.004628596871735631	0.025236793154363515	782491075.4415046	0.00907846821030684	0.049499109715309096
Tanzania	31.0	288442985.0	-36826241.0	9007302.0	5999112.0	83725141.0	30194890.0	2823.0	669172298.0	TZ	-24.458923190124132						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	47653000000.0	2016.0	Sub - Saharan Africa	LICs	1980.0	TZA	0.11826672685812376	0.01220380165428338		0.11826672685812376	72757.0	4.0	0.300000012	False	False	True	False	False	False	False	False	False	False	True	5635764334.970171	581547760.2315658		5635764334.970171	50187922.35	-87014163.35	3384725.1301242867	11469642.251568668	67111548.00062144	107536133.60784334	103937789.00062144	144362374.60784334	-69611330.67999999	-16038683.199875705	-7953766.078431323	20787557.800124295	28872474.921568677	-36826241.0	-30717504.970372416	-16125884.493791308	6108736.029627584	20700356.50620869	25191164.00122602	85363989.06461512	62017405.00122602	122190230.06461512	31181337.947439898	0.005532761147225106	0.05361784548017834	43308714.114701495	0.0076846212049657536	0.07447146576139585	6236267.589487982	0.0011065522294450216	0.010723569096035671	8661742.822940301	0.001536924240993151	0.014894293152279173	1832620.8821931074	0.00032517698989320977	0.003151281816412427	6210107.200266886	0.0011019103765096939	0.01067858501904313	18605222.244576667	0.0033012775444016397	0.03199259547860398	36657070.485667296	0.006504365389838699	0.06303363711876538
