Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	residual_0.8	new_profits_3	new_profits_4	gains_3	gains_4	routine_nonhaven	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_8_tax	gains_8_%tot_tax	gains_8_%cit
India	593.0	81409361689.0	12030857911.0	4081899807.0	3184674490.0	57655322542.0	42392106193.0	1149992.0	22758226193.0	IN	33.92858462128337						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	2273556000000.0	2017.0	South Asia	LMICs	1980.0	IND	0.17575219113647786				1426470.0	2.0	0.3344000104	False	True	True	False	False	True	False	False	False	True	True	399582448671.4861				1706866964.475	10323990946.525	955295592.7707365	4460571431.257848	6483344928.328682	24009724120.764236	-5547512982.671318	11978866209.764236	8259192757.22	10921355314.465736	14426631152.952847	-1109502596.5342636	2395773241.9528465	12030857911.0	13754970913.431234	20081276295.742435	1724113002.4312344	8050418384.742435	7109885447.700263	33198260462.548645	-4920972463.299737	21167402551.548645	-1855088399.099424	-0.0046425672730800345		4005732985.125369	0.010024797131213976		-371017679.8198848	-0.0009285134546160068		801146597.0250736	0.0020049594262427947		576543405.94378	0.0014428646900299194		2692059991.5822215	0.006737182778004045		-1645573242.9055457	-0.004118232040412871		7078379633.378854	0.017714440804176296	
Indonesia	229.0	17791688222.0	3293646023.0	970864074.0	969879646.0	6511358934.0	8035735526.0	67669.0	19616266145.0	ID	29.476879640991093						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	932445000000.0	2017.0	East Asia & Pacific	LMICs	1980.0	IDN	0.09879192686670996	0.03836120563942637		0.09879192686670996	65385620.0	4.0	0.25	False	False	True	False	False	True	False	False	False	True	True	92118038247.22937	35769714392.45492		92118038247.22937	1471219960.875	1822426062.125	208776005.53308547	338755250.0588594	2515099988.540427	3164996211.169297	-778546034.4595728	-128649811.83070278	1457940849.7	3137936816.108085	3267916060.633859	-155709206.89191484	-25729962.366140842	3293646023.0	3670443977.95679	3905029908.4572124	376797954.95679	611383885.4572124	1553836838.358483	2521220699.595096	-1739809184.641517	-772425323.4049039	-194636508.6148932	-0.0021129033175079285	-0.005441377207528077	-32162452.957675695	-0.0003491439197973047	-0.0008991531943699243	-38927301.72297871	-0.0004225806635015865	-0.0010882754415056173	-6432490.591535211	-6.982878395946172e-05	-0.00017983063887398685	94199488.7391975	0.0010225954713275792	0.0026334984871745986	152845971.3643031	0.0016592404079870888	0.004273055403443302	-434952296.16037923	-0.004721684313261646	-0.0121597922585629	-193106330.85122597	-0.0020962922629003556	-0.005398598622636999
Iraq	30.0	2149381227.0	-154333362.0	76951528.0	26707284.0	1092177550.0	-279848365.0	3961.0	1883254230.0	IQ	-49.860592034533646						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	171716000000.0	2016.0	Middle East & North Africa	UMICs	1980.0	IRQ					15770.7	1.0	0.150000006	False	False	True	False	False	False	False	False	False	False	True					141244067.25	-295577429.25	25221846.366776	26329592.98085607	267353299.08388	272892032.1542803	421686661.08388	427225394.1542803	-236461943.4	-69996029.783224	-68888283.16914394	84337332.216776	85445078.83085606	-154333362.0	-108813092.04862627	-106813836.15842038	45520269.951373726	47519525.841579616	187716178.95478863	195960696.76769271	342049540.9547886	350294058.7676927	63253001.692701966			64083811.68649441			12650600.338540392			12816762.337298881			6828040.765827678			7127929.161354097			51307433.195515536			52544110.916918255		
Israel	215.0	16277827236.0	2482014026.0	719397062.0	475804255.0	20357986287.0	17184065103.0	43835.0	7953171610.0	IL	28.984407600603948						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	317748000000.0	2017.0	Middle East & North Africa	High Income	1980.0	ISR	0.3250683306988778	0.03295743191701858	0.03295743191701858	0.2725499893835374	122.0	5.0	0.2509999962	False	False	False	False	True	False	False	False	True	False	True	103289811942.90703	10472158076.76882	10472158076.76882	86602214026.64024	596487870.75	1885526155.25	191011651.43437538	247325540.5801043	1551546127.9218767	1833115573.6505213	-930467898.0781233	-648898452.3494787	1508420924.2	2295920446.3843756	2352234335.530104	-186093579.61562443	-129779690.46989584	2482014026.0	2826750958.0512557	2928386000.888644	344736932.0512557	446371974.8886442	1421623810.6317601	1840745707.5300255	-1060390215.3682399	-641268318.4699745	-233547438.88183096	-0.0022610888188171283	-0.022301748805714356	-162873509.07390505	-0.0015768593824522852	-0.015553003295015157	-46709487.77636613	-0.00045221776376342505	-0.004460349761142865	-32574701.814781036	-0.0003153718764904573	-0.003110600659003034	86528968.63486485	0.0008377299465187655	0.008262763797160263	112039364.00083621	0.0010847087616227384	0.01069878464204829	-266157940.0279454	-0.0025768072864249475	-0.025415767989444667	-160958345.49914402	-0.0015583177321313452	-0.015370121833455713
Japan	537.0	204383838542.0	25952355940.0	6649845321.0	6048876259.0	64439444261.0	62957153318.0	310802.0	34002150139.0	JP	25.623281895385407						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	4949272000000.0	2017.0	East Asia & Pacific	High Income	1980.0	JPN	0.3200360653211575	0.04495874318042566	0.04495874318042566	0.18988483311992546	249345149.0	5.0	0.33845999819999995	True	False	False	False	True	True	False	True	True	False	True	1583945537084.176	222513048778.0717	222513048778.0717	939791687785.1198	2550161260.4249997	23402194679.575	2398335721.3709745	2275610680.779572	14541839867.279871	13928214664.322859	-11410516072.720129	-12024141275.677141	18721755743.66	23670252725.455975	23547527684.86457	-2282103214.5440254	-2404828255.1354294	25952355940.0	30280860994.040756	30059367416.755596	4328505054.040756	4107011476.755596	17849859638.332413	16936465934.046116	-8102496301.667587	-9015890005.953884	-3862003249.433925	-0.002438217198138856	-0.017356300094048774	-4069690834.52223	-0.0025693376061489883	-0.01828967270400949	-772400649.8867849	-0.00048764343962777115	-0.0034712600188097544	-813938166.9044465	-0.0005138675212297979	-0.0036579345408019	1465025812.799325	0.0009249218350627347	0.0065839995489905	1390059097.0300782	0.00087759273566248	0.006247090247801532	-2742370883.677918	-0.0017313542792173537	-0.01232453961121661	-3051518115.186549	-0.0019265296967242768	-0.013713883891052377
Jordan	32.0	1050671937.0	228208366.0	11901479.0	15020914.0	234563227.0	387933248.0	2042.0	870253399.0	JO	5.2151808492419605						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	38709000000.0	2016.0	Middle East & North Africa	UMICs	1980.0	JOR	0.15067294052520502	0.02569283465384216	0.02569283465384216	0.15027159810400306	1165.0	5.0	0.17600000219999998	False	False	True	False	False	False	False	False	False	False	True	5832398854.790161	994543936.6155761	994543936.6155761	5816863291.007854	65269004.925	162939361.075	12329076.779871285	13236874.599587193	126914388.82435642	131453377.92293596	-101293977.17564358	-96754988.07706404	130351488.86	207949570.56487128	208857368.3845872	-20258795.43512872	-19350997.6154128	228208366.0	250459825.90938383	252098215.15392268	22251459.909383833	23889849.153922677	91760418.7061537	98516797.10535893	-136447947.2938463	-129691568.89464107	-17827740.205760017	-0.0030566737031569877	-0.017925543105141894	-17028878.114424244	-0.002919703974024066	-0.017122298460109625	-3565548.041152004	-0.0006113347406313977	-0.0035851086210283794	-3405775.622884847	-0.0005839407948048129	-0.0034244596920219236	3916256.993004766	0.0006714659080265637	0.00393774156055061	4204613.5036480585	0.0007209063728888845	0.004227679993662542	-24014839.02390243	-0.0041174891535716894	-0.02414658431846129	-22825716.410778277	-0.003913606901563577	-0.022950938184243503
Kazakhstan	77.0	1994144374.0	513976024.0	192066720.0	186646944.0	11700065753.0	4789477813.0	5062.0	12539569861.0	KZ	37.36880925013732						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	133668000000.0	2016.0	Europe & Central Asia	UMICs	1990.0	KAZ	0.16594703555168538				93.0	2.0	0.20000000300000004	False	False	False	False	False	False	False	False	False	False	True	22181808348.12268				940467739.5749999	-426491715.5749999	23400224.400582198	29232024.978575204	1057468861.5779109	1086627864.467876	543492837.5779109	572651840.467876	-341193372.46	622674591.5155822	628506392.0935752	108698567.5155822	114530368.09357524	513976024.0	556208639.1760389	566733845.4893446	42232615.17603886	52757821.4893446	174158570.60124445	217562344.65520197	-339817453.39875555	-296413679.344798	108698569.14606072	0.004900347502788709		114530369.81153074	0.005163256665736354		21739713.829212148	0.000980069500557742		22906073.962306157	0.0010326513331472712		8446523.16190562	0.00038078604906080515		10551564.456142386	0.0004756854937408834		-67963491.69920348	-0.0030639292627805724		-59282736.75820065	-0.002672583579652916	
Korea, Republic of (South)	441.0	54792189442.0	4403769577.0	1351490454.0	916982545.0	19204074625.0	28755660283.0	111232.0	17022570379.0	KR	30.68939985094956						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1411042000000.0	2017.0	East Asia & Pacific	High Income	1980.0	KOR	0.2689958255860817	0.03831429359686258	0.03831429359686258	0.19983488197459245	39471400.0	5.0	0.237600011	False	False	False	False	True	True	False	False	True	False	True	379564407726.6359	54063077465.504166	54063077465.504166	281975411531.1929	1276692778.425	3127076798.575	642957222.6860293	706723518.9198811	4491478891.855146	4810310373.0244055	87709314.85514641	406540796.0244055	2501661438.86	4421311439.971029	4485077736.204881	17541862.97102928	81308159.20488071	4403769577.0	5564175754.971447	5679260867.14578	1160406177.971447	1275491290.1457796	4785275087.274758	5259862288.427702	381505510.27475834	856092711.427702	20839734.17438525	5.4904342320194904e-05	0.00038547073439691595	96594097.6073475	0.0002544867106636485	0.0017866925475890816	4167946.83487705	1.0980868464038981e-05	7.70941468793832e-05	19318819.52146941	5.089734213272946e-05	0.0003573385095178146	275712520.6504838	0.000726391924632336	0.005099830301491932	303056744.56904143	0.0007984329889732557	0.0056056140119365525	90645713.43784319	0.00023881510382060548	0.001676665807559349	203407637.6522418	0.0005358975539106315	0.003762413225218808
Kuwait	37.0	1548801814.0	179829741.0	35833076.0	21506636.0	221650369.0	595941220.0	3078.0	453202466.0	KW	19.926112221893266						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	110873000000.0	2016.0	Middle East & North Africa	High Income	1980.0	KWT	0.01654670306941342			0.01654670306941342	7764.0	3.0	0.0	False	False	True	False	False	False	False	False	False	False	True	1834582609.4150739			1834582609.4150739	33990184.949999996	145839556.05	18174366.145281296	19747638.92636615	124862015.67640647	132728379.58183074	-54967725.32359353	-47101361.41816926	116671644.84000002	168836195.9352813	170409468.71636617	-10993545.064718693	-9420272.283633828	179829741.0	212630751.72291413	215470187.05451888	32801010.72291413	35640446.05451888	135264584.44420257	146973828.51080072	-44565156.55579743	-32855912.48919928	-0.0	-0.0		-0.0	-0.0		-0.0	-0.0		-0.0	-0.0		0.0	0.0		0.0	0.0		-0.0	-0.0		-0.0	-0.0	
Lebanon	42.0	311433385.0	62190391.0	8885995.0	10260887.0	89545056.0	-33380823.0	845.0	16665164.0	LB	14.288372941729858						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	49611000000.0	2013.0	Middle East & North Africa	UMICs	1980.0	LBN	0.15529584309579375			0.15254560285199056	14000.0	3.0	0.150000006	False	True	True	False	False	False	False	False	False	False	True	7704382071.825424			7567939903.090104	1249887.3	60940503.7	3654505.255411818	4753856.005353097	19522413.57705909	25019167.326765485	-42667977.42294091	-37171223.673234515	48752402.96000001	53656795.515411824	54756146.2653531	-8533595.484588176	-7434244.7346469015	62190391.0	68786024.93361214	70770128.00762388	6595633.933612138	8579737.007623881	27199030.25893302	35381060.9916988	-34991360.74106698	-26809330.0083012	-6400196.869449001	-0.0008307216347504662		-5575683.774012519	-0.0007237029163445232		-1280039.3738897992	-0.00016614432695009313		-1115136.7548025036	-0.0001447405832689046		989345.1296156242	0.00012841330042984427		1286960.6026220042	0.00016704267657342186		-5248704.321108211	-0.0006812622053496652		-4021399.66210116	-0.0005219626473104489	
Macau	55.0	9802667938.0	1528014481.0	7907371.0	7570485.0	2712981647.0	3821775009.0	29073.0	8835830654.0	MO	0.5174931977624366						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	45368000000.0	2016.0	East Asia & Pacific	Tax haven	1980.0	MAC	0.28158874748761675	0.013826089935681015	0.013826089935681015	0.28158874748761675	5001.0	5.0	0.119999997	False	False	False	False	False	False	False	False	False	False	True	12775118296.018196	627262048.2019763	627262048.2019763	12775118296.018196	662687299.05	865327181.95	115029098.4265477	158207022.58408654	1237832791.1827383	1453722411.9704328	-290181689.8172617	-74292069.02956724	692261745.5600001	1469978143.036548	1513156067.1940866	-58036337.9634521	-14858413.805913448	0.0	207603976.98469153	285531291.8612172	-1320410504.0153084	-1242483189.1387827	856115865.2401205	1177471995.1676102	-671898615.7598795	-350542485.83238983	-34821801.90752634	-0.002725751816981589	-0.05551396263705378	-8915048.060671862	-0.0006978446581939317	-0.01421263742358799	-6964360.381505238	-0.0005451503633963154	-0.011102792527410707	-1783009.6121343723	-0.00013956893163878634	-0.0028425274847175977	-158449256.5206055	-0.012402958066540303	-0.25260456451142627	-149097978.96920437	-0.011670966601982533	-0.23769647692951976	-80627831.87548968	-0.0063113178294889145	-0.12853931161084337	-42065097.24825932	-0.003292736417272187	-0.06706144165558459
Malaysia	379.0	39254922307.0	3113577744.0	451198617.0	497610547.0	12491658943.0	13612195844.0	147613.0	17430463906.0	MY	14.491323297434258						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	296536000000.0	2017.0	East Asia & Pacific	UMICs	1980.0	MYS	0.13756324023980115	0.05852601907361375		0.13756324023980115	57430.0	4.0	0.243999997	False	False	True	False	False	False	False	False	False	False	True	40792453007.74967	17355071592.013126		40792453007.74967	1307284792.95	1806292951.05	460635650.4512645	741565996.0950222	3610463045.2063227	5015114773.425111	496885301.20632267	1901537029.4251108	1445034360.8400002	3212954804.2412643	3493885149.885022	99377060.24126434	380307405.88502216	3113577744.0	3944930804.075295	4451952573.428464	831353060.075295	1338374829.428464	3428328082.5533776	5519180999.101181	314750338.5533776	2405603255.101181	121240012.00368683	0.0029721186902061	0.0069858549047692765	463975029.47511595	0.011374040913572196	0.026734261913885688	24248002.40073732	0.0005944237380412188	0.0013971709809538525	92795005.89502318	0.002274808182714439	0.005346852382777136	202850144.16431278	0.004972737092465994	0.011688234363588868	326563454.3654207	0.008005487051817669	0.01881660082092122	76799081.66277312	0.0018826786819655826	0.004425166514329815	586967187.0278784	0.01438911229281474	0.03382107552342239
New Zealand	329.0	11765552298.0	910874325.0	252283095.0	241411875.0	5325868588.0	2181575894.0	26473.0	2950381362.0	NZ	27.69680603303864						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	185380000000.0	2017.0	East Asia & Pacific	High Income	1980.0	NZL	0.3283002129169624	0.04841376863023422	0.04841376863023422	0.3283002129169624	23117.0	5.0	0.280000001	False	False	False	False	True	False	False	False	True	False	True	60860293470.546486	8974944428.67282	8974944428.67282	60860293470.546486	221278602.15	689595722.85	138062503.1766058	160718791.48943192	911591118.0330288	1024872559.5971595	716793.033028841	113998234.5971595	551676578.2800001	911017683.6066059	933673971.9194319	143358.6066058874	22799646.919431925	910874325.0	1160048882.7770255	1200938845.5933294	249174557.77702546	290064520.5933294	1027544342.962335	1196166092.9141564	116670017.96233499	285291767.91415644	200702.04996486852	3.2977502821605494e-06	2.236248386381904e-05	31919505.801202897	0.0005244717693753881	0.0035565129182558108	40140.40999300708	6.595500564326583e-07	4.472496772767527e-06	6383901.160240586	0.00010489435387507774	0.0007113025836511628	69768876.42674169	0.0011463775878850558	0.007773739100138233	81218066.05619676	0.0013345000726212811	0.009049422723635403	32667605.146123815	0.0005367638452472037	0.0036398671218240155	79881695.30125557	0.0013125420655408857	0.008900522553215204
Oman	43.0	2066175218.0	-382713894.0	174030150.0	168286982.0	453406368.0	3236188326.0	5907.0	2345015932.0	OM	-45.47265012542241						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	66824000000.0	2015.0	Middle East & North Africa	High Income	1980.0	OMN	0.02528636978839996	0.013012907272307134		0.02528636978839996	2191.0	4.0	0.12599999879999998	False	False	False	False	False	False	False	False	False	False	True	1689736374.7400389	869574515.564652		1689736374.7400389	175876194.9	-558590088.9	24245468.07267518	32581250.192268886	297103535.2633759	338782445.86134446	679817429.2633759	721496339.8613445	-446872071.12	-246750408.14732486	-238414626.02773115	135963485.85267514	144299267.97226885	-382713894.0	-338955787.0114725	-323911406.56359327	43758106.98852748	58802487.43640673	180449383.3396812	242489296.88665268	563163277.3396811	625203190.8866527	85656995.27140443	0.05069252017764162	0.09850449126350451	90908537.95673378	0.053800426691246316	0.10454370077497381	17131399.05428088	0.010138504035528321	0.019700898252700896	18181707.591346752	0.010760085338249261	0.02090874015499476	5513521.428044733	0.0032629477062023787	0.006340481844117255	7409113.346424262	0.004384774724142476	0.00852038924072333	70958572.26900388	0.041993871546927346	0.08160148555288266	78775601.3014744	0.046620054157024235	0.09059097281654124
Pakistan	65.0	2231538611.0	428443080.0	161495874.0	103295711.0	346491413.0	762208104.0	9957.0	718431512.0	PK	37.693659097026384						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	278913000000.0	2016.0	South Asia	LMICs	1980.0	PAK	0.09988356618440963			0.09988356618440963	306285.0	3.0	0.3300000012	False	True	True	False	False	False	False	False	False	False	True	27858825095.192245			27858825095.192245	53882363.4	374560716.6	26185919.603814755	47578391.55484591	184811961.41907376	291774321.1742295	-243631118.58092624	-136668758.8257705	299648573.28000003	379716856.2838148	401109328.23484594	-48726223.71618521	-27333751.765154064	428443080.0	475703304.80498457	514312337.7828745	47260224.80498457	85869257.78287452	194891392.92040372	354107059.9516184	-233551687.07959628	-74336020.04838163	-80398269.424063	-0.002885917448038316		-45100690.57650678	-0.001618901386630625		-16079653.884812588	-0.0005771834896076628		-9020138.115301343	-0.00032378027732612454		15595874.242357178	0.000559818089566478		28336855.171391703	0.00101715901781809		-77072057.0165288	-0.002766522161404056		-24530886.70516916	-0.0008805427587613016	
Papua-New Guinea	27.0	1444596292.0	158402548.0	28320479.0	15942236.0	2899122476.0	-977851661.0	960.0	5855905174.0	PG	17.878802681886153						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	22568000000.0	2015.0	East Asia & Pacific	LMICs	1980.0	PNG	0.13938857160309073			0.13938857160309073	2788.0	3.0	0.300000012	False	False	False	False	False	False	False	False	False	False	True	3145721283.9385514			3145721283.9385514	439192888.05	-280790340.05	16951569.72674084	11800683.375253618	523950736.6837042	498196304.9262681	365548188.6837042	339793756.9262681	-224632272.04000002	231512185.73674083	226361299.3852536	73109637.73674083	67958751.38525361	158402548.0	188996661.48557085	179700365.97259027	30594113.485570848	21297817.972590268	126163796.65927736	87827796.58732271	-32238751.340722635	-70574751.41267729	109664460.99168952	0.03486146771858498		101938131.1554055	0.03240532836646464		21932892.1983379	0.006972293543716996		20387626.2310811	0.006481065673292927		9178234.412800616	0.002917688372349743		6389345.647350895	0.002031122617243195		-9671625.789081806	-0.0030745336017094934		-21172426.2707002	-0.006730547419697525	
Philippines	255.0	18551669398.0	1929071577.0	441498828.0	430522034.0	3296717049.0	4913569063.0	235692.0	6525530912.0	PH	22.88659649874671						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	304906000000.0	2017.0	East Asia & Pacific	LMICs	1980.0	PHL	0.1423905946720181	0.03722507901882533	0.03722507901882533	0.1423905946720181	270062.0	5.0	0.300000012	False	True	True	False	False	False	False	False	False	False	True	43415746659.066345	11350149943.313957	11350149943.313957	43415746659.066345	489414818.4	1439656758.6	217693980.72609845	925151136.2617725	1577884722.0304918	5115170499.708862	-351186854.9695082	3186098922.7088623	1151725406.8799999	1858834206.0060983	2566291361.5417724	-70237370.99390173	637219784.5417724	1929071577.0	2321964651.731223	3598780005.798076	392893074.7312231	1669708428.7980762	1620209783.5783525	6885532237.778827	-308861793.42164755	4956460660.778827	-105356060.70509471	-0.0024266785397572704	-0.0092823496809535	955829715.0458457	0.02201573826546741	0.08421295928419846	-21071212.141018968	-0.00048533570795145466	-0.0018564699361907026	191165943.0091691	0.004403147653093481	0.016842591856839687	117867927.13408382	0.0027148658310468077	0.01038470220417805	500912548.67592394	0.011537577658389074	0.04413268116964366	-92658541.73283578	-0.0021342150915994035	-0.008163640321546433	1486938257.711176	0.03424882380551353	0.1310060453066603
Qatar	76.0	3680877548.0	1426132163.0	610157406.0	434444579.0	4785654058.0	11129802212.0	4506.0	4404964077.0	QA	42.784071619034094						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	152469000000.0	2016.0	Middle East & North Africa	High Income	1980.0	QAT		0.04361271252968545			28631.0	2.0	0.100000001	False	False	False	False	False	False	False	False	False	False	True		6649586666.688611			330372305.775	1095759857.225	43193141.749056116	37202813.26467981	546338014.5202805	516386372.09839904	-879794148.4797195	-909745790.901601	876607885.78	1250173333.304056	1244183004.8196797	-175958829.69594407	-181949158.18032026	1426132163.0	1504086942.5142767	1493275625.7795348	77954779.51427674	67143462.77953482	321469388.4134457	276885754.1537273	-1104662774.5865543	-1149246408.8462727	-87979415.72776611		-0.013230809693556257	-90974579.99990588		-0.01368123833254884	-17595883.14555324		-0.002646161938711254	-18194915.999981184		-0.0027362476665097686	7795478.029382454		0.0011723252015699314	6714346.345096945		0.0010097389028302691	-110466278.56331821		-0.016612503017173045	-114924642.03387369		-0.01728297528771128
Saudi Arabia	140.0	11366789052.0	753474801.0	315802465.0	263506800.0	1326012721.0	3975197518.0	31851.0	5438219997.0	SA	41.91281043252832						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	644935000000.0	2016.0	Middle East & North Africa	Tax haven	1980.0	SAU	0.03384833614864844	0.005426931445511579		0.03384833614864844	547381.0	4.0	0.20000000300000004	False	False	True	False	False	True	False	False	False	True	True	21829976674.028584	3500018031.8110104		21829976674.028584	407866499.775	345608301.225	133383228.41557758	177005512.64736345	1074782641.8528876	1292894063.0118172	321307840.85288763	539419262.0118172	276486640.98	817736369.1705775	861358653.4023634	64261568.170577526	107883852.40236342	0.0	240729424.64913386	319458718.5021861	-512745376.35086614	-434016082.4978139	992718360.5324028	1317381685.8969243	239243559.53240275	563906884.8969243	64261569.13450106	0.0029437305451156946	0.018360353732592136	107883854.02062126	0.004942005006765404	0.0308237994890555	12852313.826900212	0.000588746109023139	0.003672070746518427	21576770.804124244	0.0009884010013530805	0.006164759897811098	-102549076.80840938	-0.004697626494966135	-0.02929958528109283	-86803217.80161104	-0.003976331220952791	-0.024800791599549715	47848712.62421124	0.0021918810697190297	0.013670990317570715	112781378.67110553	0.005166353604274945	0.03222308503729313
Singapore	624.0	309187474241.0	29040590156.0	1811693514.0	2002865363.0	161781552841.0	96812446828.0	126190.0	41745919263.0	SG	6.238487249287841						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	309754000000.0	2017.0	East Asia & Pacific	Tax haven	1980.0	SGP	0.14273744880927802	0.04590259136898617	0.04590259136898617	0.14273744880927802	25863.0	5.0	0.17000000199999998	False	False	False	False	False	False	False	False	False	False	True	44213495718.4691	14218511286.908941	14218511286.908941	44213495718.4691	3130943944.725	25909646211.275	3628150686.2895913	2251126325.659942	21271697376.172955	14386575573.024712	-7768892779.827045	-14654014582.975288	20727716969.020004	27486811600.034595	26109787239.404945	-1553778555.9654045	-2930802916.5950546	0.0	6548069330.947836	4062822227.5458713	-22492520825.052162	-24977767928.45413	27002883674.671017	16754238609.35337	-2037706481.3289833	-12286351546.64663	-1320711788.1083832	-0.029871236522849478	-0.09288678409844282	-2491182508.413828	-0.05634439141108667	-0.17520698603006862	-264142357.62167585	-0.005974247304569877	-0.018577356819688508	-498236501.68276507	-0.011268878282217324	-0.03504139720601369	-3823728585.243909	-0.08648329029651099	-0.26892608572631904	-4246220597.7927375	-0.09603901543616203	-0.29864030854638457	-346410105.90134007	-0.007834940446851747	-0.024363317573217507	-2088679787.5026298	-0.04724077464497192	-0.14689862710350615
Sri Lanka	46.0	732654356.0	66051756.0	12402132.0	19048885.0	163789596.0	-84521163.0	3515.0	102560311.0	LK	18.776384991187825						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	80978000000.0	2017.0	South Asia	UMICs	1980.0	LKA	0.12713687492014067	0.013335394956042107	0.013335394956042107	0.12541427118341494	83073.0	5.0	0.254000002	False	True	True	False	False	False	False	False	False	False	True	10295289857.283152	1079873612.7503777	1079873612.7503777	10155796851.890575	7692023.324999999	58359732.675	8597309.483703427	16472632.105674041	50678570.743517146	90055183.8533702	-15373185.256482854	24003427.853370205	46687786.14	62977118.94870343	70852441.57067405	-3074637.0512965694	4800685.570674047	66051756.0	81568139.80722205	95781485.1148236	15516383.807222053	29729729.114823595	63986357.78300738	122599254.28291969	-2065398.2169926167	56547498.28291969	-3904789.0858930154	-0.00037927917912196205	-0.003615968609463228	6096870.722762887	0.000592200006729272	0.005645911383309477	-780957.8171786028	-7.585583582439238e-05	-0.0007231937218926453	1219374.1445525791	0.00011844000134585455	0.001129182276661897	3941161.518067169	0.00038281209880449264	0.00364965072906009	7551351.254624652	0.0007334763138584809	0.006992810237664557	-524611.151246921	-5.0956423618884096e-05	-0.00048580791775323207	14363064.676956598	0.0013951102762585939	0.013300690476522225
Taiwan	342.0	31413923822.0	2818344176.0	508014233.0	535051001.0	8288453698.0	5339229233.0	82295.0	8625486269.0	TW	18.025273042450443						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	530608000000.0	2016.0											0.17000000199999998	False	False	False	False	False	False	False	False	False	False	True					646911470.175	2171432705.825	368625700.48681676	469336311.7386455	2490039972.609084	2993593028.868227	-328304203.3909159	175248852.868227	1737146164.6599998	2752683335.321817	2853393946.5736456	-65660840.67818308	35049770.57364559	2818344176.0	3483638110.2013383	3665400148.732743	665293934.2013383	847055972.7327428	2743534591.1498694	3493083646.7375464	-74809584.85013056	674739470.7375464	-55811715.2330641			29792305.338096295			-11162343.046612803			5958461.067619291			113099970.14481537			143999517.0586782			-12717629.574141363			114705711.37486182		
